Smiles	Is_Nature_Product	Np Likeness Score
CCc1cc(NC(=O)c2ccc(Cl)cc2Cl)ccc1O	0	-1.39
C[C@@]12c3ccc4c(c3C(=O)c3occ(c31)[C@@H](O)C[C@@H]2O)CCC4=O	1	1.88
Cn1c2c(c(=O)n1Cc1ccccc1)[C@H]1CC[C@]2(C)C1(C)C	0	0.44
CC1=CC[C@@]2(O)[C@H](C)CC[C@@H](C(C)C)[C@@H]2C1=O	1	2.75
O=c1[nH]c(C2CCN(c3cnccn3)CC2)nc(N[C@@H]2CCCNC2)c1-c1nc2ccccc2s1	0	-1.71
Clc1ccc(CN[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)cc1	0	-1.16
CCOc1cc(C)c2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1	0	-0.48
COc1cc(O)c2c(c1)C1=CC(=O)[C@@H](O)C[C@]1(C)OC2=O	1	2.41
Cc1cn2cc(NC(=O)c3ccc(N4CCN(N5CCCC5)CC4)cc3F)nc2c(C)n1	0	-1.44
C[C@@H]1[C@@H](Nc2ccccc2O)[C@@H](C)C(=O)[C@@H](C)[C@@H](O)[C@@H](C)C(=O)O[C@@H]1c1cc(O)cc(O)c1	1	1.13
COC1CCN(c2nccc(Nc3cc4c(C(C)C)n[nH]c4cn3)n2)CC1	0	-1.25
C[C@@H]1CN([C@@H](C)CO)C(=O)Cc2cc(NC(=O)Nc3ccc4c(c3)OCO4)ccc2O[C@H]1CN(C)CC1CCCCC1	0	-0.49
O=C1CCC(O)c2c(Oc3cccc4cccc(O)c34)cccc21	1	1.14
COc1ccc(CCN(CCN(O)C(N)=O)S(=O)(=O)c2ccc(S(C)(=O)=O)cc2)cc1	0	-0.93
CCCCCCCCCC(=O)[C@@H]1C(=O)O[C@@]2(C)C(=O)C=C3C=C(C[C@H](C)O)OC=C3[C@@H]12	1	1.99
C/C(=C\C=C\[C@H](O)[C@@H](C)O)[C@H](O)[C@H](C)C(=O)O[C@H]1C[C@H](C)C[C@@H]2C=C[C@H](C)[C@](C)(C(=O)C(O)CO)[C@@H]12	1	2.26
COC1=CC(=O)c2cc3c(c(O)c2C1=O)C[C@](C)(O)[C@H](O)[C@H]3O	1	2.74
CCOc1cccc(CNCc2cccnc2)c1OCc1ccccc1	0	-1.15
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43CS)[C@@H]1CCC2=O	0	1.99
CCCCCC[C@H](C)[C@@H]1CC(=O)NCC(=O)N[C@@H](C(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)O1	1	1.75
O=C(O)CCC1OC(=O)C(O)=C1c1ccccc1	1	0.93
COC(=O)/C(=C\c1ccc(O)c(O)c1)c1c(O)cc(/C=C/c2ccc(O)c(O)c2)oc1=O	1	0.74
[O-]c1on[s+]c1-c1cc(F)cc(F)c1	0	-0.98
CNc1ccc2c(=O)c3c(O)c(OC)c(OC)c(OC)c3n(C)c2c1	0	0.74
CCC(=O)O[C@H]([C@H](C)[C@H]1O[C@@]2(CC[C@@](C)([C@H]3CC[C@@](C)([C@@H]4O[C@@H]([C@H]5O[C@@](O)(CO)[C@H](C)C[C@@H]5C)C[C@@H]4C)O3)O2)C[C@H](O)[C@H]1C)[C@H](C)C(=O)O	1	2.32
Cl.O=C(O)[C@@H]1C[C@H]2C[C@@H](Oc3ccc(F)cc3-c3nnn[nH]3)CC[C@H]2CN1	0	-0.23
CC(N/N=C(\S)N1CCCC1)c1cccnn1	0	-1.31
CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)O)CC[C@@H]1C)[C@H]1OC2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C	1	2.16
CCC[C@H]1NC(=O)c2csc(n2)[C@H](C)NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H]([C@@H](C)CC)OC(=O)[C@H]1C	1	1.75
CC(C)C1O/C(=C2/C(=O)NC(CC(N)=O)C2=O)C=CC1C	1	1.9
O=C(CCCOc1ccccc1)N1CCN(S(=O)(=O)c2ccccc2)CC1	0	-1.64
C[C@@H]1CCCN1C(=O)CC(C)(C)[C@H](N)C(=O)N1CCC[C@H]1C#N	0	-0.5
COC(=O)/C(C)=C/COc1cc(=O)oc(/C=C/C=C/C=C/[C@H]2O[C@H]3O[C@H](C)[C@](C)(O)[C@@]3(C)[C@H]2O)c1C	1	1.9
C/C=C/C=C/C=C/[C@H]1C[C@@H](O)[C@H](O)[C@H](O)[C@@H]1CO	1	2.57
CC[C@@H]1OC(=O)c2cc(O)ccc21	1	1.5
Cc1cc(NC(=O)CSCC(=O)Nc2nc3ccccc3s2)no1	0	-2.92
CN1CCN(CCN(C)c2ccc(Cn3c(=O)[nH]c4c(N)nc(C(F)(F)F)cc43)cn2)CC1	0	-1.48
COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(O)cc(OC)c1C2=O	1	2.25
Cc1nc(NC(=S)NC(=O)c2cccs2)ccc1Br	0	-2.67
CCOC1=NCC(=O)N(CC)c2ccc(Cl)cc21	0	-1.15
Cc1nc2ccccn2c(=O)c1NC(=O)c1ccc2c(c1)OCO2	0	-1.73
O=C(NO)c1cnc(Nc2nnc(-c3ccc(O)cc3)s2)nc1	0	-1.51
CO[C@@H]1[C@H](O)[C@@H](C)O[C@@H](OC[C@H]2/C=C/C=C/C(=O)[C@@](C)(O)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@](O)([C@H](C)O)[C@H]3O)[C@@H](C)/C=C/C(=O)O[C@@H]2C)[C@@H]1OC	1	1.97
COc1ccc(N(C(=O)COc2ccc(Br)cc2)S(=O)(=O)c2ccc(C)cc2)cc1	0	-1.29
COC(=O)C[C@@H]1[C@@]2(C)C[C@@]3(O)[C@@](OC(C)=O)([C@@H]2OC(C)=O)[C@@H]2O[C@]4(C)O[C@]5(C[C@@H](OC(C)=O)[C@@]6(C)C(=CC(=O)O[C@@H]6c6ccoc6)[C@]25O4)[C@@]13C	0	2.51
CC[C@@]1(C)NC(=O)[C@H](CCCCCC(=O)[C@@H](C)O)NC(=O)[C@H]2C[C@H](C)CN2C(=O)[C@H](Cc2ccccc2)NC1=O	1	0.7
C=C1C[C@H]2[C@]3(C)CCC(=O)C(C)(C)[C@@H]3C(=O)[C@@H](O)[C@]2(C)[C@H]2C(=O)O[C@](C)(C(=O)OC)C(=O)[C@]12C	1	2.65
CCOC(=O)c1ccc(C2C(C(=O)c3ccncc3)=C(O)C(=O)N2CCc2c[nH]c3cc(C)ccc23)cc1	0	-0.93
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](C)C[C@@H](C)C(=O)/C=C/[C@H]1C	1	2.04
COc1cc(OC)c2oc(=O)c(CO)cc2c1	1	0.6
[O-][n+]1onc2ccc(/C=C/Sc3ccc(F)cc3)cc21	0	-0.92
COc1ccc(Cl)cc1N(C)C(=O)c1ccc2c(=O)n3c(nc2c1)CCCCC3	0	-1.52
O=C(Nc1ccc(Cl)cc1)c1ccc(CN2CCCN(Cc3cccc(F)c3)CC2)cc1.O=C(O)C(F)(F)F	0	-1.8
Cc1ccccc1CN1CCC2(CCCN2C(=O)C(C)C)CC1	0	-0.82
O=C(NCCC(=O)N1CCOCC1)c1ccc2cc(Oc3ccc(C(F)(F)F)cn3)ccc2n1	0	-1.93
Br.N=C(N)SCc1cc(F)ccc1Oc1cc(Cl)ccc1CSC(=N)N	0	-1.13
CS[C@@]1(CO)C(=O)N2[C@H]3Nc4ccccc4[C@@]3(c3c[nH]c4ccccc34)[C@H](O)[C@]2(SC)C(=O)N1C	1	1.75
CC[C@H]1NC(=O)[C@@H]2CSC(=N2)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](Cc2ccccc2)OC(=O)[C@H](C)[C@@H](C)NC(=O)[C@@H]([C@@H](C)O)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CSC1=N2	1	
COc1ccc(-c2cc3cc(C4C5=C(CC(C)(C)CC5=O)Oc5nc6c(c(N)c54)CCC6)cc(C(C)C)c3oc2=O)cc1OC	0	-0.07
CN1[C@H](CCC(=O)O)C[C@H](O)[C@@H]1Cc1ccccc1	1	0.74
C[C@@H]1C[C@@]23C[C@H]4C(C)(C)[C@@]5(C[C@]4(CN2C1=O)NC3=O)C(=O)Nc1c5ccc2c1OC=CC(C)(C)O2	1	1.59
NC(=O)c1ccc(N2CCC(N)(CNC(=O)c3ccc(F)cc3F)C2)c2cncnc12	0	-1.25
OC[C@H]1O[C@@H](O[C@@H]2OC=C[C@H]3[C@H](O/C=C/c4ccc(O)cc4)[C@@H]4O[C@@]4(CO)[C@@H]23)[C@H](O)[C@@H](O)[C@@H]1O	0	2.97
CC(=O)c1nc(C(=O)NCCc2c[nH]c3ccccc23)cs1	1	-0.96
Cc1ccc(/C=N/Nc2cc(C)nc(N3CCOCC3)n2)cc1	0	-2.09
COc1ccc2nc(-c3cc(-c4ccc(F)cc4)nc4ccccc34)[nH]c2c1	0	-1.13
CC(C)OP(=O)(CCCCCN=C=S)OC(C)C	0	0.28
CCN(CC)C(=O)Oc1ccc(C2(c3ccc(N(C)C(C)=O)cc3)CCCCCC2)cc1	0	-0.63
CC(C)(C)c1ccc(CC(=O)N2CCC2(C)C(=O)NCc2cccs2)cc1	0	-1.5
C#CCCC[C@H]1OC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)CC)OC(=O)[C@H](C(C)C)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H]1C	1	1.42
CC[C@@H]1/C=C/C=C/C[C@H](C)[C@@H](O)[C@](C)(O)C(=O)[C@H](C)[C@@H](O)[C@H](C)C(=O)[C@H](C)[C@@H](O)[C@H](C)/C=C/C(=O)O[C@H]2[C@@H](C)[C@@H](CC1)O[C@@]1(CC[C@@H](C)[C@@H](C[C@H](C)O)O1)[C@@H]2C	1	2.09
Cn1c(CNC2(C)CCC2)cc2cc3c(cc21)OCCc1c-3[nH]c(=O)c(C(=O)O)c1O	0	0.41
C=C(CO)[C@@]12O[C@@H]1[C@@]1(C)C(=C[C@H]2O)C=CC[C@@H]1C	1	3.89
C/C(=C\[C@@H](O)[C@H](O)C(C)(C)O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)C[C@]12C	0	3.06
c1cncc(C2CCCCN2Cc2ccc3c(c2)OCO3)c1	0	-0.83
O=C1C(=Cc2cccn2-c2ccccc2)C(=O)c2ccccc21	0	-0.96
CC(C)=CCC/C(C)=C/CC[C@]1(C)C=Cc2c(C)cc(O)cc2O1	1	3.21
COC(=O)C1CC(Cl)CN1c1ncc(C(F)(F)F)cc1Cl	0	-0.88
COC(=O)CC[C@H](C(=O)NO)N(Cc1ccc(C)c([N+](=O)[O-])c1)S(=O)(=O)c1ccc(OC)cc1	0	-0.98
Cc1[nH]c(/C=C2\C(=O)Nc3ncc(Br)cc32)c(C)c1C(=O)NCCN(C)C	0	-0.9
CCCCCCCCCC[C@@H](O)[C@@H]1CC[C@@H]([C@@H](O)CC[C@H](O)[C@@H]2CC[C@@H](CCCCCCC[C@@H](O)C[C@]3(O)C(=O)O[C@H](C)[C@H]3O)O2)O1	0	1.6
CCCn1c(OC2CCN(C)C2)nc2nc(C3CCCC3)[nH]c2c1=O	0	-0.67
CCCCC/C=C\C/C=C\CCCCCCC(=O)O	0	1.25
Cc1nnc2n(-c3ccc(Cl)cc3)c(=O)c3c4c(sc3n12)CN(C)CC4	0	-2.08
Cc1cccc(NC(=O)CN2CCN(CC(=O)NCC3(N4CCCCC4)CCCCC3)CC2)c1C	0	-1.41
CCCCCNc1oc2c(C)ncc(CO)c2c1Nc1cccc(F)c1	0	-0.89
O=C(c1cc2ccc(F)cc2[nH]1)N1C[C@]2(CCN(C3CCNC3)C2)c2ccccc21	0	-0.66
O=C1C[C@@H](O)[C@]23Oc4ccc(O)c5c4[C@](Oc4cccc1c42)(O3)[C@@H]1O[C@@H]1C5=O	1	2.31
O=C(NCCc1nc(-c2ccc(F)cc2)cs1)c1cccs1	0	-2.5
C/C=C1/[C@@H]2Cc3[nH]c(=O)ccc3[C@@]1(N)C[C@]1(C)O[C@H]21	1	1.89
CN1C2CC[C@@H]1CCN(c1cc3c(cc1F)c(=O)c(C(=O)O)cn3C)C2	0	-0.76
C=CC(=O)Nc1cc(Nc2ncc3c(n2)N(C)C(=O)N(c2cc(NC(=O)c4ccc5c(c4)CCCC5)ccc2C)C3)ccc1C	0	-1.25
COc1ccc(N2C(=O)N(C)C(=O)C2c2cc(OC)c(OC)c(OC)c2)cc1O	0	-0.12
COC1(C)Oc2cc(/C=C/c3ccc(O)c(O)c3)oc(=O)c2/C1=C/c1ccc(O)c(O)c1	1	1.44
CO[C@@H]1[C@H](OC(=O)CCC(=O)O)CC[C@](O)(CCl)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C	1	2.72
CC(C)(O)[C@H](O)CC[C@@H](CO)[C@H]1CC[C@@]2(C)C3=C(C[C@H](O)[C@]12C)[C@@]1(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]1CC3=O	1	3.25
CC(=O)Nc1nc(CNC(=O)C(C)c2ccc(O[C@@H]3CCN(c4ncnc(OCC(C)(F)F)c4F)C3)cc2)cs1	0	-1.71
CC(=O)OC[C@]12C[C@H](OC(C)=O)C(C)=C[C@H]1O[C@@H]1[C@H](O)[C@@H](OC(C)=O)[C@@]2(C)[C@]12CO2	1	3.27
O=c1[nH]/c(=C\c2ccc(OCCCc3cccnc3)cn2)c(=O)[nH]/c1=C\c1ccccc1	0	-0.39
C=C1OC(=O)[C@]2([C@@H](/C=C/C)C=CC(=O)[C@H]2O)[C@@H]1O	1	2.81
COC(=O)c1c(Sc2c(O)cc3oc4cc(C)cc(O)c4c(=O)c3c2C(=O)OC)c(O)cc(OC)c1C(=O)c1c(O)cc(C)cc1O	1	0.66
COc1c(C)cnc(C[S+]([O-])c2nnc(-c3cccs3)o2)c1C	0	-1.34
O=c1[nH]nc(CN2CCN(c3nc4cc(F)ccc4n4cccc34)CC2)o1	0	-1.87
Cc1ccccc1-n1c(CC(=O)c2ccccn2)nc2ccccc2c1=O	0	-1.24
CCCCCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]1C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H]2CC[C@@H](O)N(C2=O)[C@@H]([C@@H](C)CC)C(=O)N(C)[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)O[C@@H]1C	1	1.18
CCN(C(=O)CN1CCN(Cc2ccccc2)CC1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O	0	-1.64
CCOC(=O)c1c(Nc2ccc(S(N)(=O)=O)cc2)nnc(-c2ccccc2)c1-c1ccccc1	0	-1.07
C[C@H]1CC(=O)c2c(ccc3c2C(=O)c2cccc(O)c2C3=O)[C@@H]1O	1	1.55
C/C(=C\c1cccc(Nc2cnc3ccccc3n2)c1)C(=O)O	0	-0.69
COc1cccc(/C=N/NC(=O)CCc2c(C)n[nH]c2C)c1O	0	-1.7
CC(=O)O[C@@H]1[C@@H](O)C(C)=CC[C@]12[C@H]1[C@H](C)COC(=O)[C@H]1O[C@@]2(C)O	1	2.43
CONc1nc(C#Cc2ccc(CC#N)cc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	0	0.27
CC(=O)Oc1cccc2c1C(=O)c1c(ccc(Cc3ccccc3)c1OC(C)=O)C2=O	0	0.63
COc1nc(C(C)C)c(O)nc1[C@H](O)c1ccccc1	1	0.31
Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5[C@@H](C)CC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CC(=O)C[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C)C(=O)O[C@@H]2C)c(N)c1=O	1	
CCCCCc1cc(OC(=O)c2c(O)cc(OC(=O)c3c(O)cc(O)cc3CCC)cc2CCC)cc(O)c1C(=O)O	1	0.64
CCCCCCCCCC(=O)C[C@@H]1C2=COC(C[C@H](C)O)=CC2=CC(=O)[C@]1(C)O	1	2.0
CC1(C)C[C@@H]2[C@@H]1[C@@H](O)C[C@@]1(C)CCC[C@]2(O)C1	1	3.09
COc1ccc(Cl)cc1NC(=O)CSc1nccn1Cc1ccco1	0	-2.51
Cc1ccc(-c2nn(-c3cccc(Cl)c3)c(N)c2C=O)cc1	0	-1.48
Cc1c(C(=O)NN)sc(C(=O)NN)c1C	0	-0.96
CN1CCc2cc(O)ccc2C(c2ccccc2)C1	0	0.4
O=c1cc(O)cc(/C=C/c2ccc(O)cc2)o1	1	1.08
CCO[C@H]1OC[C@]2(C)c3c(ccc(C)c31)C(C)(C)[C@H]2O	1	2.16
COc1cccc2c1C(=O)C(=O)C=C2c1ccc(O)c2c(OC)cccc12	1	1.12
COc1cccc(CN(C)C(=O)c2ccc(OCC(=O)Nc3cccc(C(F)(F)F)c3)c(OC)c2)c1	0	-1.81
CC(C)[C@@H](NC(=O)OCc1ccccc1)C(=O)Oc1ccc([N+](=O)[O-])cc1	0	-0.9
COc1ccc2c3c([nH]c2c1)[C@H](C=C(C)C)N1C(=O)[C@@H]2CCCN2C(=O)[C@@H]1C3	1	0.84
CC1(C)CC(O)C(C)(C)c2nc(-c3cccc(C(F)(F)F)c3)nnc21	0	-0.34
CN1CCc2cccc3c2C(CCC3)C1.Cl	0	-0.08
COC(C)C(=O)OCC1(N(C(=O)C(C)OC)c2ccccc2)CCN(CCc2cccs2)CC1	0	-0.98
CCCCCCCCCCOC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](C)NC(=O)[C@@H](C)OC1C(O)C(CO)OC(O)C1NC(C)=O	0	0.74
COc1ccccc1OC1CCN(C(=O)c2cnc(C)s2)CC1	0	-1.16
O=C(Nc1ccc(OC(F)(F)F)cc1)c1cnc(N2CCCNCC2)c(-c2cccnc2)c1	0	-1.51
Cc1cc(O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)c2c3c(c(O)cc2c1)C(=O)c1c(O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)cccc1C3=O	1	1.32
CN1C(=O)[C@]23Cc4ccccc4N2C(=O)[C@@]1(CO)SS3	1	1.87
CC(C)(O)CCCCCC1C=CC(=O)O1	1	2.65
CCOC(=O)c1csc(-c2csc(-c3csc([C@@H](C)O)n3)n2)n1	0	-0.99
NC(=O)c1c(NC(=O)C2CCCO2)sc2c1CCCC2	0	-1.79
C=CC(C)(C)[C@@]12C[C@H]3c4nc5ccccc5c(=O)n4[C@H](C)C(=O)N3[C@@H]1N(C(C)=O)c1ccccc12	1	0.84
CC[C@H](C)[C@@H](OC(C)=O)[C@@H](C)c1cc(O)c2c(c1O)O[C@]1(C)CC[C@H]3O[C@@H](C(C)(C)O)CC[C@]3(C)[C@H]1C2=O	1	2.3
CNC(=O)c1cccc(NC(=O)Cc2cccc(F)c2)c1	0	-2.03
C=C[C@@]1(C)CCC2=C(C1)C(=O)C[C@H]1[C@@](C)(CO[C@@H]3O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]3O)C(=O)[C@H](O)C[C@]21C	0	3.08
COC1=CC2C(=O)N(C)[C@@H](C)C(=O)N3NCCC[C@@H]3C(=O)N3[C@@H](C[C@@]4(O)c5ccc(Cl)cc5N[C@@H]34)C(=O)N[C@H](C(C)C)C(=O)N3NCCC[C@@H]3C(=O)N2N=C1	1	1.04
C[C@@H]1C[C@H](O)C(=O)CCC(O)CC(=O)O1	1	2.48
CCCCCCC(C)[C@@H]1CC(=O)NCC(=O)N[C@@H](C(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc2ccccc2)C(=O)O1	1	1.64
CC(=O)O[C@H]1CC[C@]2(C)C3=C([C@H](O)C[C@H]2C1(C)C)[C@]1(C)[C@@H](O)C[C@H]([C@H](C)CC/C=C(\C)C(=O)O)[C@@]1(C)CC3	1	3.45
CC[C@]12c3[nH]c4ccc(OC)cc4c3CCN1C(=O)C(CC(=O)NCCCN(C)C)C[C@@H]2C(=O)N1CCN(C(=O)C2CC2)CC1	0	-0.43
O=C1NC(=O)[C@@]2(N1)O[C@H](CO)[C@@H](O)[C@H]2O	1	2.03
CCCC(O)CCCCC[C@@H]1C[C@H](O)[C@H](Cc2ccccc2)N1C	1	1.2
COc1ccc(C[C@H]2NC(=O)/C=C/C[C@@H]([C@H](C)[C@H]3O[C@@H]3c3ccccc3)OC(=O)[C@H](CC(C)C)OC(=O)CCNC2=O)cc1	1	1.91
CC(C)(C)CNC(=O)Nc1cccc(-c2ccnc3c(C(=O)c4cccs4)cnn23)c1	0	-2.21
Cc1nc2c(c(CO)nn2[C@H](c2ccc(C(F)(F)F)cc2)C(C)(C)C)c(=O)[nH]1	0	-0.87
COC[C@H]1C(=O)O[C@H]([C@H](O)CO)[C@H](C)/C=C(\C)[C@@]23O[C@H]4[C@H](O)[C@H](C)[C@@H](O)[C@@H]2[C@H]4C=C[C@H]13	1	2.13
CC(=O)N[C@@H](CSc1c2nc3cc(C(=O)O)ccc3oc-2cc(=O)c1N)C(=O)O	1	0.1
N[C@@H](CCC(=O)Nc1ccc(O)c(O)c1)C(=O)O	1	0.14
NCCCC(=O)NCC(=O)Nc1nc2ccccc2[nH]1	0	-1.18
CCCCCCOc1cc2c(cc1OC)CCN(CC(=O)NCc1ccccc1)C2Cc1ccc(OC)c(OC)c1	0	-0.25
CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@H]4C3=C[C@H](O)[C@@]2(O)C1	1	2.41
COC(=O)[C@H]1C[C@@H](Oc2ccc(Cl)cc2Cl)CCN1C(=O)[C@@](C)(Cc1c[nH]c2ccccc12)NC(=O)OC1C2CC3CC(C2)CC1C3	0	-0.29
CC(C(=O)NCc1ccc(C(C)(C)C)cc1OCC(C)(C)C)c1ccc(NS(C)(=O)=O)c(F)c1	0	-1.5
CC(C)=CCC12OC[C@@H]3[C@@H](CN4CC(=O)C(=O)C4)[C@@H](C=C4C(=O)c5c(O)cccc5O[C@]431)C2=O	0	1.79
COc1ccc(-c2cncc(F)c2)cc1-n1c(=O)ccc2cc(S(=O)(=O)Nc3ccon3)ccc21	0	-1.65
Cc1c(C)n(CC(O)CNCCO)c2ccccc12	0	-0.71
O=C(c1ccc(Cl)nc1)N1C[C@@H]2CNC[C@@H](C2)C1	0	-1.34
CCC(C)C(=O)C(=O)NCCc1c[nH]c2ccccc12	1	-0.21
O=C(O)c1ccc2c(c1)[C@@H]1C=CC[C@@H]1[C@H](c1ccccn1)N2	0	-0.46
CC(C)CC(=O)O[C@H](CC(=O)OCCCCCCCCCCCBr)C[N+](C)(C)C	0	0.56
C=C1C(=O)O[C@@H]2C[C@@H]3[C@]4(CC[C@]5(C)[C@@H]([C@H](C)CCC=C(C)C)CC[C@@]35C)C[C@]4(CCC(=O)O)[C@H]12	0	3.49
CC(=O)N1CCC(c2ccc(-c3cc4c(C(=O)O)c[nH]c4cc3Cl)cc2)CC1	0	-0.51
COc1cc(O)c2c(=O)oc(C[C@@H](O)C(Cl)Cl)cc2c1	1	1.24
CC[C@@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21	1	2.16
CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N(C)CC2OCCO2)c1	0	-0.83
Cc1nc(N2CCCC2)nc2c1CCN(C(=O)c1ccoc1C)CC2	0	-1.68
CC1(C)C=Cc2c(ccc3c4c([nH]c23)C(C)(C)[C@@H]2C[C@]35CCCN3C(=O)[C@]2(NC5=O)C4=O)O1	1	2.27
CC(C)=C/C=C\[C@H](C)[C@H]1CC[C@]2(C)C[C@@H]3C(C)=CC(=O)[C@H]3/C(C=O)=C\C[C@@H]12	1	3.03
O=C1C=CC2(Oc3cccc4cccc(c34)O2)[C@H]2[C@H]1[C@@H](O)CC[C@H]2O	1	2.04
COc1ccc(F)c(-c2ccc(COc3cccc([C@@H]4C[C@H]4C(=O)O)c3)cc2C2=CCCC2(C)C)c1	0	0.09
CO[P@]1(=O)OC[C@H]2COC(=O)C2=C(C)O1	1	0.7
CCCCNC(=O)c1nc(-c2cnccn2)[nH]c(=O)c1O	0	-1.05
Cc1cc(N)nc(COc2ccccc2-c2ccccc2OCC2CCNCC2)c1	0	-0.47
Clc1ccc(COc2ccc(/C=C/CCn3nnc4ccccc43)cc2)cc1	0	-1.13
C=C(CC[C@@H](C)[C@H]1CC[C@H]2C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)[C@@H](C)[C@@H]1CC3)C(C)C	1	3.11
CN(C)CCCn1c(=O)c2ccccc2c2ccccc21.Cl	0	-0.97
CN(CCN)C(=O)c1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc3ccccc23)c1	0	-1.85
Cc1cccnc1C(Oc1cccc(Cl)c1Cl)C1CCNCC1	0	-0.66
O=C(NC1CCN(Cc2ccsc2)C1)c1sccc1-c1cccc(F)c1.O=C(O)C(F)(F)F	0	-2.62
CCCCN(CCCC)CC(O)c1cc2sccc2c2cc(Cl)sc12	0	-1.25
NNC(=O)c1ccc[n+](CCc2ccccc2)c1	0	-0.47
CCCCCCCCCC[N+](C)(C)Cc1cc(C[n+]2ccccc2)cc(C[N+](C)(C)CCCCCCCCCC)c1.[Br-].[Br-].[Br-]	0	0.1
CCCCCCC[C@@H]1CC(=O)O[C@@H](C(C)C)C(=O)N(C)[C@@H](Cc2ccccc2)[C@H](O)CC(=O)O1	1	1.1
O=Cc1ccc(-c2ccoc2)cc1	1	0.42
C=CCCCS[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CO)O1	0	1.25
Sc1nnc2nnc3ccccc3n12	0	-1.86
O=C1C2C=C(I)C(CC2c2ccccc2)[C@]12CO2	0	1.02
COc1cc(O)c2c(c1)[C@H]1O[C@@H]1CC1=C(O)C(=O)C[C@@H]1C[C@H](C)OC2=O	1	1.79
Clc1cccc(Nc2ccnc3[nH]c4ccc(Br)cc4c23)c1	0	-1.18
CC[C@H]1C[C@H](C)[C@@]2(NC1=O)O[C@@H](C[C@H](O)[C@@H](C)CC/C=C/C=C(\C)[C@@H]1C/C=C/C=C/[C@H](O)[C@H](C)[C@@H](O)[C@@H](CCC(C)=O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc3cccc(O)c3)C(=O)N3CCC[C@H](N3)C(=O)O1)[C@H](C)[C@H](O)[C@@H]2C	1	
O=C/C=C/C=C/C=C/C=C/C=C/C=C/C=O	1	0.69
