Smiles	Is_Nature_Product	Np Likeness Score
CSc1nc(Cl)c(Br)c(N2CC2)n1	0	-1.97
Cc1cc(O)cc(O)c1C(=O)O[C@H]1[C@@H]2COC(/C=C/C=O)=CC2=CC(=O)[C@@]1(C)O	1	2.6
CCOC(=O)/C(O)=C/C(=O)c1cn(Cc2ccc(F)cc2)c2c(OC)c(OC)ccc12	0	-0.38
CC(C)C[C@H]1NC(=O)[C@@H](NC(=O)c2ncccc2O)[C@@H](C)OC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C)NC(=O)[C@H](C(C)C(C)C)N(C)C(=O)CN(C)C(=O)[C@H]2C[C@@H](O)CN2C1=O	1	0.83
CN(C(=O)c1cc2c(s1)-c1ccccc1OC2)c1ccccc1Cl	0	-1.48
O=C(Nc1ccccc1F)c1cc2ccc(O)cc2o/c1=N\c1cccc(C(F)(F)F)c1	0	-1.36
COc1cc(OC)c2c(c1)c(-c1c(OC)cc3cc4oc(C)cc(=O)c4c(O)c3c1OC)c(O)c1c(=O)cc(C)oc12	1	1.4
CC(=O)c1c(-c2ccc(O)c(O)c2)oc2cc(/C=C/c3ccc(O)c(O)c3)oc(=O)c12	1	0.99
CC(C)COC(=O)Cc1cc(O)cc2c1C(=O)C[C@@H](C[C@H](C)O)O2	1	1.52
O=C(/C=C/c1cc(Cl)ccc1NC(=O)c1ccccn1)c1ccccc1	0	-1.27
CC1NC(=O)C(C)(CC(=O)O)NC(CN)OC(CCS)NC(=O)c2ccccc2NC1=O	1	0.51
CCN(CC)C(=O)CC[C@H]1NC(=O)c2cc(Oc3cccc4ccccc34)c(NC(=O)/C=C\c3ccc(F)cc3Cl)cc2NC1=O	0	-0.89
Cc1ccc(C(=O)NCC2CCN(C(=N)N)CC2)cc1OCCc1ccc(Cl)cc1Cl	0	-1.18
CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N1CCC3(C=Cc4ccccc43)CC1)[C@@](O)(CN1C(=O)CCC1=O)C2	0	0.42
Oc1ccc2c(c1)OC(c1ccc(OCCN3CCCCC3)cc1)C(c1ccccc1)=C2	0	0.1
O=C(Nc1cnn(S(=O)(=O)c2ccsc2)c1)c1ccccn1	0	-2.5
C[C@@H]1CC[C@H]2C(C)(C)[C@H](O)CC[C@]2(C)[C@@]12Cc1c(O)cc3c(c1O2)CN(CCCCCN1Cc2c(cc(O)c4c2O[C@]2(C4)[C@H](C)CC[C@H]4C(C)(C)[C@H](O)CC[C@@]42C)C1=O)C3=O	1	1.25
CC(C)(C)OC(=O)C[C@H]1C/C=C\C[C@@H](CC(=O)N(CCO)Cc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)COC1=O	0	0.07
CCCCCCCc1cc(O)cc(OC(=O)c2c(O)cc(O)cc2CCCCCCC)c1	1	0.79
COc1ccc(F)c(F)c1CC/N=C(\S)Nc1ccc(Br)cn1	0	-1.34
CCN(CCCl)c1cc(CN(C)C)cc(NC(=O)c2ccc(C(=O)Nc3ccccc3)cc2)c1.Cl	0	-1.29
CCN1CC(C)(C)Oc2nc(N3CC4CCC(C3)O4)nc(-c3ccc(NC(=O)Nc4ccon4)c(F)c3)c2C1=O	0	-1.03
C=Cc1ccc(O)cc1	0	0.86
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H](Cc2ccccc2)N2C(=O)[C@H](CC[C@H]2O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(C)=O)[C@@H](C)OC1=O	1	1.12
C=C(C[n+]1ccc(-c2cccc(O)c2)cc1)c1ccc(I)cc1.[Br-]	0	-0.22
COC(=O)[C@@H]1C[C@]2(O)c3ccccc3N3C(=O)C4(CC4)N([C@@H](OC)c4nc5ccccc5c(=O)n41)[C@H]32	1	0.43
Cl.Cl.O.S=C(Nc1cccc(CN2CCCCC2)c1)c1ccccn1	0	-1.82
Cc1cccc(N2CCN(Cc3c(C)n(C)n(-c4ccccc4)c3=O)CC2)c1C	0	-1.52
CCCCCCCCCCCCCCC[C@H]1O[C@]1(C)C(=O)NC(C)CO	1	1.02
CC(C)CC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)NC(C)(C)C(=O)NCC(=O)N1CCC[C@H]1C(=O)NC1(C(=O)NCc2ccccc2)CCCC1	0	-0.93
Nc1cccc(-c2nc3ccccc3s2)c1	0	-2.0
O=C1C(CO)=C[C@@H](O)[C@@H](O)[C@H]1Br	1	2.4
CC[C@@H]1[C@@H](C)O[C@@](OC)([C@@H](C)[C@H](O)[C@H](C)[C@H]2OC(=O)/C(C)=C/C=C/[C@H](C)[C@@H]([C@@H](C)[C@@H](O)[C@H](C)[C@@]3(OC)C[C@@H](O[C@H]4C[C@H](O)[C@H](O)[C@H](C)O4)[C@H](CC)[C@@H](C)O3)OC(=O)/C(C)=C/C=C/[C@@H]2C)C[C@H]1O[C@H]1C[C@H](O)[C@H](O)[C@H](C)O1	1	
C[C@H]1C[C@H]2CC[C@H](O)C(O)=C2C(=O)O1	1	2.46
CCOC(c1ccc(Cl)cc1Cl)C(SC(C)(C)C)n1cnc(C)c1	0	-0.69
COc1c(-c2ccccc2)cc(OC)c2c1oc1cc(O)c(O)cc12	1	1.1
CCCCCCCC/C=C\CCCCCC/C(C(=O)O)=C(\C)C(=O)O	1	0.93
O=C(Nc1ccc(-c2nnc(NCCCCN3CCCCC3)o2)cc1)c1ccccc1F	0	-1.99
O=[N+]([O-])c1c([C@@H](O)c2cc(Cl)cc(Cl)c2O)[nH]c(Cl)c1Cl	1	0.26
O=C1c2ccc(-c3ccccc3)cc2CCN1CCN1CCCC1	0	-0.74
CCCC/C=C\CCCCCCCCC(=O)O	1	1.11
c1cncc(OCC2=NCCN2)c1	0	-0.96
CN[C@H](C(=O)O[C@@H]1CC[C@@](C)(/C=C/c2ccc3c(c2O)[C@@](O)(c2ccccc2)[C@H](OC)C(=O)N3)C[C@@H]1C)C(C)C	1	1.68
C[C@@]12CC[C@@H]([C@](C)(O)CO)[C@@H]1CC1=C(O2)[C@@H]2C[C@@](O)(CO2)C1=O	1	2.56
CC(=O)c1cc2c(cc1O)OC1=C(c3cc4cc(C(C)=O)c(O)cc4o3)CCC(c3cc4cc(C(C)=O)c(O)cc4o3)(c3cc4cc(C(C)=O)c(O)cc4o3)C12	1	0.62
C=C=CCOc1ccc(/C=C/C(=O)O)cc1	1	0.81
C=C(c1ccc(C)cc1)[C@H]1OOC2(CCCCC2)O[C@@H]1c1ccc(C)cc1	0	0.54
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H]1C	1	1.83
Cc1c(O)cc(O)c2c1[C@H](C)[C@@H](C)OC2=O	1	2.21
CC(C(=O)N1CCN(C(C#N)c2cccnc2)CC1)(c1ccccc1)c1ccccc1.Cl.Cl	0	-1.17
C=C(C)C1=C[C@@]2(C)C(=CC1=O)CC[C@@H](O)[C@@H]2C	1	2.49
COC[C@H]1C(=O)C[C@H]2[C@@H]3CC[C@H](C(=O)O)[C@]12CC3(C)C	1	2.63
CCCc1nc2c(C)cc(-c3cn4ccccc4n3)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1	0	-1.43
Cc1ccc(OC(c2ccc(Cl)c(Cl)c2)C2CNC2)cc1	0	-0.53
O=c1c2cc(Cl)ccc2nc(-c2ccccc2O)n1CCc1ccccc1	0	-0.89
CCCS(=O)(=O)NCc1c(C)ncc2c1CCN(C(=O)c1cccc(Cl)c1F)C2	0	-2.01
CC[C@H](C)[C@H](NC(=O)[C@H]1CCCCN1C)C(=O)N[C@H](C[C@@H](OC(C)=O)c1nc(C(=O)N[C@@H](Cc2ccccc2)C[C@H](C)C(=O)O)cs1)C(C)C	1	0.04
Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2cc(F)ccc2C#N)c1=O.O=C(O)CCC(=O)O	0	-1.59
Cc1cc(C)n2c(c1)nc1c3ccccc3c(=O)[nH]c12	0	-1.06
C[C@@H]1CCC/C=C/CCC(=O)C[C@@H](O)C/C=C\C=C\[C@@H](O)C/C=C/C=C\C(=O)O1	1	2.38
CC(C)/C=C/C=C/C(=O)NC1=CC(O)(CCC(N)=O)C=CC1=O	1	1.95
CC[C@H](C)[C@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](OC(=O)[C@@H](O)C(C)C)C(C)C)C(=O)N[C@@H](C)C(=O)N(C)[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)OC	1	0.26
O=C(CSc1nc2c(sc3ccccc32)c(=O)n1CCCN1CCOCC1)NCC1CCCO1	0	-2.24
CC1=C2C(O)C(C(C)CO)CCC2(C)C=CC1=O	1	2.6
Br.N=c1sc2c(n1CC(=O)c1ccc([N+](=O)[O-])cc1)CC1CCCCC1C2	0	-0.98
O=C(OC(Cn1ccnc1)c1ccccc1)C1CCCCC1	0	-0.73
Cc1cccc(C(=O)N2CCCSCC2CN2CCCC2)c1	0	-1.67
COc1cccc2c(O)c(-c3ccccc3)c(O)nc12	0	-0.19
CC(C)CCCCCCC(=O)N/C(=C\c1ccc(O)cc1)C(=O)O	1	0.09
CCCCCC(=S)N(NC(=O)CC(=O)NN(C(=S)CCCCC)c1ccccc1)c1ccccc1	0	-0.3
COc1cc(O)c(C(=O)O[C@@H]2C[C@@]3(C)C2=C(C=O)[C@@H](O)[C@@H]2CC(C)(C)C[C@@H]23)c(C)c1Cl	1	2.17
Cc1nc(N)nc2c1cc(-c1cn[nH]c1)c(=O)n2C1CCOC1	0	-0.95
CC1CCN(C(=O)c2ncn3c2C(=O)NC[C@@H]3C)CC1	0	-0.84
CCOc1ccccc1-c1nc(CN2[C@H](C)CCC[C@@H]2C)co1	0	-1.18
CC1=CC(=O)[C@H]2/C(C=O)=C\C[C@H]3[C@@H]([C@@H](C)/C=C\[C@@H](O)C(C)(C)O)CC[C@]3(C)C[C@H]12	1	2.85
CC(=O)O[C@@H]1C=CC(=O)C2=CCCC3(Oc4cccc5cccc(c45)O3)[C@@H]21	1	1.81
COC(=O)CNC(=O)c1c(C)c(C)c(O)c(C)c1O	1	0.29
COc1c(CO)c(/C=C/C(=O)O)oc(=O)c1CO	1	1.06
COC(=O)[C@@]1(O)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4	1	1.03
Nc1ncc(-c2nc(N3CCOC[C@@H]3CO)nc3c2CCN3C2CC(F)(F)C2)cn1	0	-0.49
CCCCCN(CCCCC)C(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)c1cc2ccccc2[nH]1	0	-0.58
C[C@@]12C[C@@H](C3=C[C@@H]4O[C@H]3[C@H]3[C@H]5OC(=O)[C@@](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)([C@H]34)[C@]3(C)CC[C@H]4C(=O)O[C@H](c6ccoc6)C[C@@]4(C)[C@H]53)OC(=O)[C@@H]1CC[C@]1(C)[C@H]2[C@H]2C=C[C@]1(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(=O)O2	0	
CNc1c(Nc2cc(Cl)ccc2OCC(=O)N2CCN(Cc3ccc(F)cc3)C[C@H]2C)c(=O)c1=O	0	-1.56
COc1cc2c(cc1O)CCN[C@@]21CS[C@H]2c3c(OC(C)=O)c(C)c4c(c3C(COC1=O)N1C2C2c3c(cc(C)c(OC)c3O)CC([C@@H]1O)N2C)OCO4	1	1.56
O=C(Cc1ccc(Cl)cc1Cl)NCc1cc(O)c(O)cc1F	0	-1.27
Nc1ncnc2c1ncn2[C@@H]1O[C@H](C[C@@H](N)CC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O	1	1.25
O=C(NCc1ccco1)C(c1ccccc1)N(C(=O)Cc1cccs1)c1ccccc1	0	-2.0
O=C1C[C@H](O)[C@H](O)[C@@H]2[C@H]1C[C@@]13SS[C@]4(C[C@H]5C(=O)C[C@H](O)[C@H](O)[C@H]5N4C1=O)C(=O)N23	1	1.54
Cc1c(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)nc(-c2cccnc2)c2ccccc12	0	-1.17
Oc1ccc(NCc2ccc(Nc3ccnc4cc(Cl)ccc34)cc2O)cc1	0	-0.79
CCCCCNC(=O)[C@H](Cc1ccc(OCC(=O)O)c(C(=O)O)c1)NC(=O)[C@H](Cc1ccccc1)NC(=O)CCc1ccccc1	0	-0.28
CC(C)C[C@@H]1OC(=O)CCNC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C1=O	1	1.3
CCOc1ccc(-c2cc(-c3ccsc3)[nH]c(=N)c2C#N)cc1	0	-1.54
C[C@@H]1C(=O)O[C@H]2C[C@@]34O[C@@H]5OC(=O)[C@H](O)[C@@]56[C@H](C(C)(C)C)[C@H](O)C(OC3=O)[C@]64[C@]21O	0	2.82
CCCCCCCCCCCCC/C=C(\C)C(=O)N[C@@H](C)CO	1	0.66
O=C(O)c1ccccc1NS(=O)(=O)c1cc(Cl)c(Cl)cc1Cl	0	-1.54
C[C@H]1CN(C(=O)c2ccccc2)CCN1S(=O)(=O)c1c[nH]c2cccc(F)c12	0	-1.52
CS(=O)(=O)c1ccc(C2=C(c3ccc(Cl)cc3)CCC2)cc1	0	-0.74
Cc1cc2c(c(=O)[nH]1)C(=O)[C@]1(O)c3c(O)c4c(c5c3[C@@H](C[C@@H]1C2=O)OCO5)O[C@@H]1[C@H](O)C=CC[C@H]1C4=O	1	1.55
CC1=C(CCCCC(=O)NCCCN2CCN(CCCNC(=O)CCCCC3=C(C)C(=O)c4ccccc4C3=O)CC2)C(=O)c2ccccc2C1=O	0	-0.06
Nc1cnc(-c2ccc(C3CCC3)c(OCc3ccc(F)c(F)c3)c2F)cn1	0	-0.6
COC(=O)c1csc([C@@H](OC(=O)[C@@H](C)[C@H](CCCC(C)(Cl)Cl)OC(=O)c2csc([C@H](O)CO)n2)C(C)(C)O)n1	1	0.4
CN(CC(=O)Nc1cc(Cl)ccc1Cl)C1CCS(=O)(=O)C1	0	-2.78
CCc1nc(CN2C[C@H](C(=O)NCc3ccccc3Cl)[C@@H](c3cccnc3)C2)c[nH]1	0	-1.56
O=C1c2ccccc2C(=O)N1c1ccc(CCc2ccc(O)c(O)c2)cc1	0	-0.19
COc1ccc(CCNC(=O)C2CCN(S(=O)(=O)c3ccc(F)cc3)CC2)cc1	0	-1.79
COc1c(Cl)cc(Cl)cc1[C@H](O)c1[nH]c(Cl)c(Cl)c1[N+](=O)[O-]	1	0.14
O=C(Nc1ccc(O)cc1)[C@H](Cc1ccccc1)N1C(=O)N[C@@H](Cc2ccc(-c3ccc(Cl)cc3)cc2)C1=O	0	-0.49
COc1cccc2c1O[C@]1(C(=O)N3O[C@H]4[C@H](O)C=C[C@@H](O)[C@@]4(O)C[C@@]3(SC)C(=O)N1C)[C@@H]2SC	1	1.25
COc1cc(Cc2c(C(=O)O)n(Cc3cc4c(cc3Cl)OCO4)c3ccccc3c2=O)cc(OC)c1OC	0	-0.3
COc1cc2c3c4c(c(O)cc(C)c14)C(=O)O[C@H]3[C@H]1C[C@@H](C)O[C@@]1(C[C@@H]1CCC(=O)O1)O2	1	1.7
Cc1ccc(O)c2c1C(=O)CC2	1	1.27
O=C1NC(C2CCC(Cl)CN2)C(=O)NC1C1CCC(Cl)CN1	1	0.66
CCCCC[C@@H](N)[C@H](O)C(=O)N[C@H](C(=O)O)C(C)C	1	0.8
CC1=C[C@@H](C)[C@H]2[C@@H]3C(=O)C(Cl)(Cl)C(=O)[C@H](C)C(=O)O[C@@H](C)/C=C/C=C\[C@@H](C)[C@@H]3C=C[C@@H]2C1	1	1.41
CCCCCCCC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H]1C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H]2CC[C@@H](O)N(C2=O)[C@@H](CC(C)C)C(=O)N(C)[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)O[C@@H]1C	1	
CC[C@H](C)[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)c1nccc2ccccc12)[C@@H](C)CC)C(N)=O	0	-0.25
Cc1cccc(Cc2cnc(O)nc2O)c1	0	-0.49
CCCc1c(Cl)c(O)c(Cl)c(O)c1Oc1c(Cl)c(O)c(Cl)c2c1C(=O)O[C@@H]2CC	1	0.92
Cc1nc(C(Cl)(Cl)Cl)nc2nccc(O)c12	0	-0.1
CN[C@H]1CO[C@@H](OC[C@H]2O[C@@H](n3c4c(Cl)cccc4c4c5c(c6c7ccccc7[nH]c6c43)C(=O)NC5=O)[C@H](O)[C@@H](O)[C@@H]2OC)C[C@@H]1O	1	0.95
C=C[C@]1(C)C=C2C(=O)[C@@]3(O)OC(=O)[C@@]4(CCCC(C)(C)[C@H]34)[C@@]2(O)CC1	1	3.41
Cc1nn(Cc2c(Cl)cccc2Cl)c(C)c1N	0	-1.82
CN(Cc1ccccc1)C1=CC(=[N+]2CCCCC2)CC(C)(C)C1.[I-]	0	-0.26
COc1cc(O)cc2c1C(=O)c1c(cc(C)c(C(=O)OC[C@H](O)CO)c1O)C2=O	1	1.51
COC(=O)c1c(O)cc(O)c(C/C=C(\C)CC/C=C(\C)CCC=C(C)C)c1C	1	1.62
O=[N+]([O-])/C=C/c1ccc(O)c(O)c1	1	0.83
Cc1nc(Nc2cccc(Cl)c2)sc1C(=O)/C=C/c1ccccc1	0	-1.57
COc1cccc(CNC(=O)CCS(=O)(=O)c2ccc3c(c2)CC(C)N3C(=O)C2CC2)c1	0	-1.64
CC[C@H](C)[C@@H](C(=O)NC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C(=O)[C@H]([C@@H](C)CC)N(C)C(=O)[C@H](C)N(C)C(=O)/C=C/c1ccccc1)C(C)C	1	0.37
Oc1ccc2c3c1[C@@H](O)[C@H]1O[C@H]1[C@]31Oc3cccc4c3[C@](C=C[C@@H]4O)(O2)O1	1	2.47
CCCC[C@H](CC)COC(=O)c1ccccc1	0	0.18
CC[C@@H](C)[C@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCCN)NC(=O)C(NC(=O)CCCCCCCCCCCNC(=N)N)CNC(=O)[C@@H](CCCCN)NC(=O)[C@@H](CC(N)=O)NC1=O	0	0.73
COC1OC(=O)c2c(O)c(O)c(O)c(C)c21	1	2.27
O=C(O)c1cc(C(=O)O)c2cc(-c3ccccc3)ccc2n1	0	-0.42
NNC(=O)c1csc(-c2ccc(C(F)(F)F)cc2Cl)n1	0	-2.26
CCCCCCCCCC1CCCC(=O)N[C@H]([C@@H](C)O)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](C(C)C)C(=O)O1	1	1.19
CCCCCCN[C@@H]1C=C[C@H](O)[C@H](O)[C@H]1O	0	1.49
Cc1c(/N=C\c2ccc(N(CCC#N)CCC#N)cc2)c(=O)n(-c2ccccc2)n1C	0	-1.45
C[N+]1(C)C[C@@H]2C[C@H]1CN2c1ccc(-c2ccccc2)nn1	0	-0.78
COc1cc(O)c2c(c1)[C@H](O)[C@H](C[C@H](C)O)CC2=O	1	1.89
CC[C@H](C)Cn1c(-c2c(F)cccc2F)c(Cl)nc(-n2ccnc2)c1=O	0	-1.31
CCC[C@H](O)[C@H](CNCc1ccc(C)cc1C)NC(=O)CC(=O)Nc1cccc(C(F)(F)F)c1	0	-0.94
CC1NC(=O)CNC(=O)CNC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)C)NC(=O)C(C)NC1=O	0	1.47
CC(C)(C)NC(=O)[C@H](CC1CCCCC1)N1CCC(O)([C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)CC1	0	-0.27
C/C(=N\NC/C=C/c1ccccc1)C(=O)O	0	0.24
CCN(CC)CCCn1c(N)c(-c2nc3cc(Cl)ccc3[nH]2)c2nc(C#N)c(C#N)nc21	0	-1.68
COC(=O)c1c(Sc2c(O)cc3oc4cc(C)cc(O)c4c(=O)c3c2C(=O)OC)c(O)cc2oc3cc(C)cc(O)c3c(=O)c12	1	0.44
CCOc1ccc(CN(C)C)cc1NC(=O)[C@H](NC(=O)N1CCC(C(=O)c2ccccn2)CC1)[C@@H](C)c1c[nH]c2ccccc12	0	-1.22
CC(C)=CC(=O)NC1=CC(=O)[C@@]2(O)CC[C@H](C)N12	1	1.17
CCC(C)C(=O)O[C@H]1C[C@H]2[C@@H](C[C@H]1C)C1=C(OC2(C)C)C(=O)c2c(cc(O)c3c2O[C@@H]2[C@@H](O)OC[C@]32C)C1=O	1	2.36
CO[C@@H]1C[C@@H](C[C@H]2CC[C@H](C)[C@H]([C@@H](C)C(=O)O)O2)O[C@]2(O[C@](C)([C@H]3CC[C@@](C)([C@@H]4O[C@@H]([C@H]5O[C@@](O)(CO)[C@H](C)C[C@@H]5C)C[C@@H]4C)O3)C[C@H]2C)[C@@H]1C	1	2.09
CCN(c1nc(C)cc(-c2cccc3ccccc23)n1)c1ccc(C(C)C)cc1Br	0	-0.85
CCNc1nc(SCC(=O)Nc2ccc(Cl)c(Cl)c2)nc(N(C)C)n1	0	-2.35
CC(NC(=O)c1cccnc1)c1ccc2c(c1)OCO2	0	-1.04
Cn1cc(C(N)=O)c2ccccc21	1	-1.02
N#Cc1ccc(OC(c2ccc(F)cc2)C2CCCNC2)cc1	0	-0.74
O=C(c1ccccc1)N1CCOc2ccc(-c3cnc4ccccc4c3)cc2C1	0	-1.3
CC(=O)O[C@H]1C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@]2(C)[C@H]1[C@H](C)/C=C/[C@H](C)C(C)C)[C@@]1(C)CC[C@H](O)C[C@@H]1C(=O)[C@@H]3O	1	2.93
COC(=O)/N=[N+](\[O-])C(c1ccc(Cl)cc1)c1ccc(Cl)cc1	0	-0.5
CC(C(=O)N1CCN(C)CC1)N1C(=O)CC(C)(C)C1=O	0	-0.72
Cc1cc(O)cc(C)c1C[C@H](NC(=N)N)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O	0	0.0
C#C[C@]1(CO)S[C@@H](n2ccc(N)nc2=O)C[C@@H]1O	0	0.66
C#CCn1cc(C(=O)NC(C(=O)NC2CCCC2)c2ccccc2)c(=O)c2cccnc21	0	-1.29
O=C(N/C(=N/O)N/N=C/c1c2ccccc2cc2ccccc12)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1	0	-1.08
O=C1[C@@H]2C[C@@H](O)CN2C(=O)[C@@H]2CCCN12	1	0.69
CC(C)CCN(C)C(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)c1ccccc1	0	-0.56
CCCCCCCOc1cccc(CCC(=O)OC[C@@H](O)COP(=O)(O)O[C@@H](C)[C@H](N)C(=O)O)c1	0	0.48
COC(=O)c1ccc(Cn2cc(/C=C\[N+](=O)[O-])c3ccccc32)o1	0	-1.18
CCc1n(C(c2ccccc2)c2cc3ccccc3o2)cc[n+]1CC(=O)c1ccccc1	0	-0.47
CC1=C\C=C\[C@H]2[C@H](O)[C@@H](C)CN2C(=O)CC(=O)/C=C/C(C)=C/C=C/[C@@H](O)[C@H](O)[C@H](O)C(=O)/C=C\C=C\1	1	1.66
CN(C)C(CNc1ccc(C(N)=O)cc1[N+](=O)[O-])c1ccccc1	0	-1.57
O=C1N[C@@H](Cc2ccccc2)C(=O)N2C[C@H](O)C[C@@H]12	1	0.89
CS(=O)(=O)c1ccc(-c2nc3ccc(Cl)cc3nc2-c2ccc(Cl)cc2)cc1	0	-1.15
NC(Cn1c(=O)c(-c2ccccc2F)c2n(c1=O)C(c1ccccc1F)CS2)c1ccccc1	0	-0.68
C=CC(C)(C)c1[nH]c2ccccc2c1/C=C1\NC(=O)C(C)(OC)NC1=O	1	1.65
[N-]=[N+]=Nc1ccc(N)cc1	0	-0.34
O=C1NC(=O)/C(=C/c2cnn3c(NC4CC4)nc(NCc4cc(Cl)cc(Cl)c4)nc23)N1	0	-1.28
COc1cc2ncnc(N3CCN(/C(S)=N\Cc4ccc(C)cc4)CC3)c2cc1OC	0	-0.99
COc1cc(O)cc2c1C(=O)O[C@@H](C)CCCCC/C=C/C(=O)C2	1	1.98
COCCOc1cc2ncnc(N3CCC(C(=O)O)CC3)c2cc1OCCOC	0	-0.9
COc1cc2c(c(O)c1OC)CO[C@H](C)[C@H]2O	1	2.1
Cl.O=C(O)CCC1CNc2cc(O)ccc21	0	1.01
Cc1nc(NC2CCNc3ccccc32)cc(-c2ccc3ncsc3c2)n1	0	-1.14
CC1=C(C)[C@H]2[C@H](Cc3ccccc3)NC(=O)[C@]23OC(=O)/C=C/C(=O)CCC[C@@H](C)C/C=C/[C@H]3[C@@H]1O	1	2.26
CCCC[C@H]1CCCCC[C@@H](C)c2cc(O)c(c(O)c2)[C@@H](CCCCO)CCCCC[C@@H](C)c2cc(O)c1c(O)c2	1	0.69
COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2	1	1.84
CCCCCCCC[C@@H](C)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C[C@H](C)C/C=C/C(=O)CC)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)N[C@H](C(=O)N[C@H](C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)N[C@@H](C)CN(C)CCO)C(C)C)[C@@H](C)CC	1	
CC[C@H](O)[C@H]1C[C@H]2OC(=O)c3c(cc(OC)c(OC)c3O)[C@H]2O1	1	2.42
COc1cc(NS(=O)(=O)c2ccc(NC(=O)COc3ccc(Cl)cc3Cl)cc2)nc(OC)n1	0	-2.02
Nc1nc2c(cnn2CCc2ccc(S(=O)(=O)N(CCO)CCO)cc2)c2nc(-c3ccco3)nn12	0	-1.96
OCCNCc1c2ccccc2c(CNCCO)c2ccccc12	0	-0.1
CCN(Cc1cccnc1)C(=O)COc1ccc(C)cc1	0	-1.92
COc1cc(O)c2c(=O)oc3cc(O)cc(C)c3c2c1	1	1.25
C=C(C)[C@@H]1CC(=O)CC2=C(C1)[C@@H]1C(=O)O[C@@H]3C[C@](C)(O)[C@H](C2=O)[C@H]13	0	2.64
Cc1cc(O)c(C=O)c2c1C(=O)Oc1c(O)c3c(c(C)c1O2)C(=O)CC(C)(C)O3	1	1.75
C=C1CC[C@H]2C(C)(C)[C@H](O)CC[C@]2(C)[C@@]12Cc1c(O)cc(COC(C)=O)c(C=O)c1O2	1	2.88
CC(=O)O[C@H]1C[C@@H](O)C(C)(C)[C@@H]2C[C@@H](OC(C)=O)[C@]3(C)[C@H](CC[C@@]4(C)[C@H](c5ccoc5)OC(=O)[C@H]5O[C@@]534)[C@@]12C	0	3.09
CO[C@H]1[C@H](O[C@@H]2c3c(cc4c(c3O)C(=O)c3c(O)cccc3C4=O)C(=O)[C@@](C)(O)[C@H]2OC)O[C@@H](C)[C@H](O)[C@H]1O	1	2.26
